name	type	units	low_cutoff	high_cutoff	reference	sampling_frequency	description
C'1	SEEG	uV	n/a	2000	n/a	5000	nonsoz
C'10	SEEG	uV	n/a	2000	n/a	5000	nonsoz
C'2	SEEG	uV	n/a	2000	n/a	5000	nonsoz
C'3	SEEG	uV	n/a	2000	n/a	5000	nonsoz
C'4	SEEG	uV	n/a	2000	n/a	5000	nonsoz
C'5	SEEG	uV	n/a	2000	n/a	5000	nonsoz
C'6	SEEG	uV	n/a	2000	n/a	5000	nonsoz
C'7	SEEG	uV	n/a	2000	n/a	5000	nonsoz
C'8	SEEG	uV	n/a	2000	n/a	5000	nonsoz
C'9	SEEG	uV	n/a	2000	n/a	5000	nonsoz
D'1	SEEG	uV	n/a	2000	n/a	5000	irritative zone
D'10	SEEG	uV	n/a	2000	n/a	5000	nonsoz
D'2	SEEG	uV	n/a	2000	n/a	5000	irritative zone
D'3	SEEG	uV	n/a	2000	n/a	5000	irritative zone
D'4	SEEG	uV	n/a	2000	n/a	5000	irritative zone
D'5	SEEG	uV	n/a	2000	n/a	5000	nonsoz
D'6	SEEG	uV	n/a	2000	n/a	5000	nonsoz
D'7	SEEG	uV	n/a	2000	n/a	5000	nonsoz
D'8	SEEG	uV	n/a	2000	n/a	5000	nonsoz
D'9	SEEG	uV	n/a	2000	n/a	5000	nonsoz
G'1	SEEG	uV	n/a	2000	n/a	5000	nonsoz
G'10	SEEG	uV	n/a	2000	n/a	5000	nonsoz
G'11	SEEG	uV	n/a	2000	n/a	5000	soz
G'12	SEEG	uV	n/a	2000	n/a	5000	soz
G'13	SEEG	uV	n/a	2000	n/a	5000	nonsoz
G'14	SEEG	uV	n/a	2000	n/a	5000	nonsoz
G'2	SEEG	uV	n/a	2000	n/a	5000	nonsoz
G'3	SEEG	uV	n/a	2000	n/a	5000	nonsoz
G'4	SEEG	uV	n/a	2000	n/a	5000	nonsoz
G'5	SEEG	uV	n/a	2000	n/a	5000	nonsoz
G'6	SEEG	uV	n/a	2000	n/a	5000	nonsoz
G'7	SEEG	uV	n/a	2000	n/a	5000	nonsoz
G'8	SEEG	uV	n/a	2000	n/a	5000	nonsoz
G'9	SEEG	uV	n/a	2000	n/a	5000	nonsoz
H'1	SEEG	uV	n/a	2000	n/a	5000	nonsoz
K'1	SEEG	uV	n/a	2000	n/a	5000	nonsoz
K'10	SEEG	uV	n/a	2000	n/a	5000	irritative zone
K'12	SEEG	uV	n/a	2000	n/a	5000	soz
K'13	SEEG	uV	n/a	2000	n/a	5000	soz
K'2	SEEG	uV	n/a	2000	n/a	5000	nonsoz
K'3	SEEG	uV	n/a	2000	n/a	5000	nonsoz
K'4	SEEG	uV	n/a	2000	n/a	5000	nonsoz
K'5	SEEG	uV	n/a	2000	n/a	5000	nonsoz
K'6	SEEG	uV	n/a	2000	n/a	5000	nonsoz
K'7	SEEG	uV	n/a	2000	n/a	5000	nonsoz
K'8	SEEG	uV	n/a	2000	n/a	5000	irritative zone
K'9	SEEG	uV	n/a	2000	n/a	5000	irritative zone
K1	SEEG	uV	n/a	2000	n/a	5000	nonsoz
K10	SEEG	uV	n/a	2000	n/a	5000	nonsoz
K11	SEEG	uV	n/a	2000	n/a	5000	nonsoz
K12	SEEG	uV	n/a	2000	n/a	5000	nonsoz
K13	SEEG	uV	n/a	2000	n/a	5000	nonsoz
K14	SEEG	uV	n/a	2000	n/a	5000	nonsoz
K2	SEEG	uV	n/a	2000	n/a	5000	nonsoz
K3	SEEG	uV	n/a	2000	n/a	5000	nonsoz
K4	SEEG	uV	n/a	2000	n/a	5000	nonsoz
K5	SEEG	uV	n/a	2000	n/a	5000	nonsoz
K6	SEEG	uV	n/a	2000	n/a	5000	nonsoz
K7	SEEG	uV	n/a	2000	n/a	5000	nonsoz
K8	SEEG	uV	n/a	2000	n/a	5000	nonsoz
K9	SEEG	uV	n/a	2000	n/a	5000	nonsoz
L'1	SEEG	uV	n/a	2000	n/a	5000	nonsoz
L'10	SEEG	uV	n/a	2000	n/a	5000	nonsoz
L'11	SEEG	uV	n/a	2000	n/a	5000	nonsoz
L'12	SEEG	uV	n/a	2000	n/a	5000	nonsoz
L'13	SEEG	uV	n/a	2000	n/a	5000	nonsoz
L'14	SEEG	uV	n/a	2000	n/a	5000	nonsoz
L'15	SEEG	uV	n/a	2000	n/a	5000	nonsoz
L'2	SEEG	uV	n/a	2000	n/a	5000	nonsoz
L'3	SEEG	uV	n/a	2000	n/a	5000	nonsoz
L'4	SEEG	uV	n/a	2000	n/a	5000	nonsoz
L'5	SEEG	uV	n/a	2000	n/a	5000	nonsoz
L'6	SEEG	uV	n/a	2000	n/a	5000	nonsoz
L'7	SEEG	uV	n/a	2000	n/a	5000	nonsoz
L'8	SEEG	uV	n/a	2000	n/a	5000	nonsoz
L'9	SEEG	uV	n/a	2000	n/a	5000	nonsoz
P'1	SEEG	uV	n/a	2000	n/a	5000	irritative zone
